,No,Name,Type,Zone,TTChange,Date From,Date To,From,Dep,To,Arr,Duration,Halts,Dep Days,Classes,Distance,Speed,Return
1730,53370,Koderma - Madhupur Passenger (UnReserved),Pass,ECR,Dest Changed.,NULL,NULL,KQR,14:30,MDP,18:35,4h 5m,18, MTWTFS,NULL,138 km,34 km/hr,53369
1731,53365,Maheshmunda - Koderma Passenger (UnReserved),Pass,ECR,Src Changed.,NULL,NULL,MMD,08:35,KQR,11:45,3h 10m,13, MTWTFS,NULL,111 km,35 km/hr,53366
1732,53369,Madhupur - Koderma Passenger (UnReserved),Pass,ECR,Src Changed.,NULL,NULL,MDP,19:05,KQR,23:25,4h 20m,18, MTWTFS,NULL,138 km,32 km/hr,53370
1733,53366,Koderma - Maheshmunda Passenger (UnReserved),Pass,ECR,Dest Changed.,NULL,NULL,KQR,05:00,MMD,08:15,3h 15m,13, MTWTFS,NULL,111 km,34 km/hr,53365
1734,59838,Kota - Jhalawar City Passenger (UnReserved),Pass,WCR,Slowed: 15m,NULL,NULL,KOTA,06:55,JLWC,09:30,2h 35m,9,SMTWTFS,NULL,98 km,38 km/hr,59837
1735,59837,Jhalawar City - Kota Passenger (UnReserved),Pass,WCR,Slowed: 5m,NULL,NULL,JLWC,09:45,KOTA,12:15,2h 30m,9,SMTWTFS,NULL,98 km,39 km/hr,59838
1736,59840,Kota - Jhalawar City Passenger (UnReserved),Pass,WCR,Slowed: 10m,NULL,NULL,KOTA,15:35,JLWC,18:05,2h 30m,9,SMTWTFS,NULL,98 km,39 km/hr,59839
1737,59839,Jhalawar City - Kota Passenger (UnReserved),Pass,WCR,Slowed: 10m,NULL,NULL,JLWC,18:30,KOTA,20:55,2h 25m,9,SMTWTFS,NULL,98 km,41 km/hr,59840
1738,56663,Thrissur - Kozhikode Passenger (UnReserved),Pass,SR,Slowed: 25m,NULL,NULL,TCR,17:35,CLT,21:50,4h 15m,20,SMTWTFS,NULL,119 km,28 km/hr,56664
1739,56664,Kozhikode -Thrissur Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,CLT,07:20,TCR,10:45,3h 25m,20,SMTWTFS,NULL,119 km,35 km/hr,56663
1740,51680,Chopan - Katni Passenger (UnReserved),Pass,CR,Slowed: 1h 10m,NULL,NULL,CPU,06:15,KTE,17:05,10h 50m,35,SMTWTFS,NULL,323 km,30 km/hr,51679
1741,56218,Shivamogga Town - Talguppa Passenger (UnReserved),Pass,SWR,Speeded: 30m,NULL,NULL,SMET,14:30,TLGP,16:50,2h 20m,8,SMTWTFS,NULL,96 km,41 km/hr,56217
1742,56769,Palakkad Jn. - Tiruchendur Passenger (Via Palani) (UnReserved),Pass,SR,Slowed: 20m,NULL,NULL,PGT,04:10,TCN,16:00,11h 50m,42,SMTWTFS,NULL,459 km,39 km/hr,56770
1743,56802,Sengottai - Tirunelveli Passenger (UnReserved),Pass,SR,Slowed: 5m,NULL,NULL,SCT,17:50,TEN,20:10,2h 20m,15,SMTWTFS,NULL,80 km,34 km/hr,56803
1744,56803,Tirunelveli - Sengottai Passenger (UnReserved),Pass,SR,Speeded: 10m,NULL,NULL,TEN,13:50,SCT,16:20,2h 30m,15,SMTWTFS,NULL,80 km,32 km/hr,56802
1745,57521,Parli Vaijnath - Purna Passenger (UnReserved),Pass,SCR,No Speed Change,NULL,NULL,PRLI,20:45,PAU,23:30,2h 45m,9,SMTWTFS,NULL,92 km,34 km/hr,57522
1746,57522,Purna - Parli Vaijnath Passenger (UnReserved),Pass,SCR,No Speed Change,NULL,NULL,PAU,16:15,PRLI,19:00,2h 45m,9,SMTWTFS,NULL,92 km,34 km/hr,57521
1747,59201,Palitana - Bhavnagar Terminus Passenger (UnReserved),Pass,WR,Slowed: 5m,NULL,NULL,PIT,11:25,BVC,12:50,1h 25m,6,SMTWTFS,NULL,48 km,34 km/hr,59202
1748,59202,Bhavnagar Terminus - Palitana Passenger (UnReserved),Pass,WR,Speeded: 10m,NULL,NULL,BVC,09:50,PIT,11:05,1h 15m,6,SMTWTFS,NULL,48 km,38 km/hr,59201
1749,59203,Surendranagar - Bhavnagar Terminus Passenger (UnReserved),Pass,WR,Slowed: 20m,NULL,NULL,SUNR,17:05,BVC,21:20,4h 15m,20,SMTWTFS,NULL,170 km,40 km/hr,59204
1750,59204,Bhavnagar Terminus - Surendranagar Passenger (UnReserved),Pass,WR,Slowed: 15m,NULL,NULL,BVC,11:20,SUNR,15:30,4h 10m,20,SMTWTFS,NULL,170 km,41 km/hr,59203
1751,53479,Jamalpur - Kiul Passenger (UnReserved),Pass,ER,No Speed Change,NULL,NULL,JMP,05:20,KIUL,06:40,1h 20m,11,SMTWTFS,NULL,45 km,34 km/hr,53480
1752,53480,Kiul - Jamalpur Passenger (UnReserved),Pass,ER,No Speed Change,NULL,NULL,KIUL,07:40,JMP,09:05,1h 25m,10,SMTWTFS,NULL,45 km,32 km/hr,53479
1753,56217,Talguppa - Shivamogga Town Passenger (UnReserved),Pass,SWR,Speeded: 5m,NULL,NULL,TLGP,11:15,SMET,13:40,2h 25m,8,SMTWTFS,NULL,97 km,40 km/hr,56218
1754,54766,Bathinda - Dhuri Passenger (UnReserved),Pass,NWR,No Speed Change,NULL,NULL,BTI,19:40,DUI,22:20,2h 40m,9,SMTWTFS,NULL,95 km,36 km/hr,54765
1755,54765,Dhuri - Bathinda Passenger (UnReserved),Pass,NWR,No Speed Change,NULL,NULL,DUI,03:45,BTI,06:00,2h 15m,9,SMTWTFS,NULL,95 km,42 km/hr,54766
1756,53081,Rampurhat - Jasidih Passenger (UnReserved),Pass,ER,No Speed Change,NULL,NULL,RPH,12:25,JSME,16:00,3h 35m,14,SMTWTFS,NULL,136 km,38 km/hr,53082
1757,53082,Jasidih - Rampurhat Passenger (UnReserved),Pass,ER,No Speed Change,NULL,NULL,JSME,16:30,RPH,20:10,3h 40m,14,SMTWTFS,NULL,136 km,37 km/hr,53081
1758,59507,Rajkot - Somnath Passenger (UnReserved),Pass,WR,Speeded: 5m,NULL,NULL,RJT,05:10,SMNH,10:00,4h 50m,16,SMTWTFS,NULL,190 km,39 km/hr,59508
1759,59508,Somnath - Rajkot Passenger (UnReserved),Pass,WR,No Speed Change,NULL,NULL,SMNH,11:00,RJT,16:00,5h 0m,16,SMTWTFS,NULL,190 km,38 km/hr,59507
1760,58503,Rayagada - Visakhapatnam Passenger (UnReserved),Pass,ECoR,Speeded: 10m,NULL,NULL,RGDA,05:15,VSKP,09:25,4h 10m,22,SMTWTFS,NULL,186 km,45 km/hr,58504
1761,58504,Visakhapatnam - Rayagada Passenger (UnReserved),Pass,ECoR,Slowed: 5m,NULL,NULL,VSKP,16:50,RGDA,21:00,4h 10m,23,SMTWTFS,NULL,186 km,45 km/hr,58503
1762,55351,Bareilly City - Lalkuan Passenger (UnReserved),Pass,NER,Slowed: 10m,NULL,NULL,BC,13:05,LKU,15:40,2h 35m,8,SMTWTFS,NULL,82 km,32 km/hr,55352
1763,55352,Lalkuan - Bareilly City Passenger (UnReserved),Pass,NER,No Speed Change,NULL,NULL,LKU,10:10,BC,12:40,2h 30m,8,SMTWTFS,NULL,82 km,33 km/hr,55351
1764,56365,Guruvayur - Punalur Fast Passenger (UnReserved),Pass,SR,Dest Changed.,NULL,NULL,GUV,05:50,PUU,14:50,9h 0m,40,SMTWTFS,NULL,295 km,33 km/hr,56366
1765,56366,Punalur - Guruvayur Fast Passenger (UnReserved),Pass,SR,Src Changed.,NULL,NULL,PUU,17:30,GUV,03:10,9h 40m,40,SMTWTFS,NULL,295 km,31 km/hr,56365
1766,54834,Hisar - Jaipur Passenger,Pass,NWR,Slowed: 20m,NULL,NULL,HSR,23:15,JP,09:15,10h 0m,39,SMTWTFS,SL ,368 km,37 km/hr,54833
1767,55051,Gorakhpur - Nautanwa Passenger (UnReserved),Pass,NER,Speeded: 10m,NULL,NULL,GKP,15:15,NTV,18:15,3h 0m,17,SMTWTFS,NULL,82 km,27 km/hr,55052
1768,55052,Nautanwa - Gorakhpur Passenger (UnReserved),Pass,NER,Speeded: 5m,NULL,NULL,NTV,20:00,GKP,23:00,3h 0m,17,SMTWTFS,NULL,82 km,27 km/hr,55051
1769,53186,Lalgola - Sealdah Fast Passenger (UnReserved),Pass,ER,Speeded: 10m,NULL,NULL,LGL,07:50,SDAH,13:05,5h 15m,31,SMTWTFS,NULL,228 km,43 km/hr,53177
1770,51151,New Amravati - Narkher Passenger (UnReserved),Pass,CR,Speeded: 20m,NULL,NULL,NAVI,05:45,NRKR,08:45,3h 0m,6,SMTWTFS,NULL,132 km,44 km/hr,51152
1771,51152,Narkher - New Amravati Passenger (UnReserved),Pass,CR,No TT Change,NULL,NULL,NRKR,18:00,NAVI,21:00,3h 0m,7,SMTWTFS,NULL,132 km,44 km/hr,51151
1772,06647,Korba - Bilaspur Passenger Special (UnReserved),Pass,SR,No Speed Change,NULL,NULL,KRBA,05:30,BSP,07:40,2h 10m,6,   W  S,NULL,90 km,41 km/hr,06648
1773,06648,Bilaspur - Korba Passenger Special (UnReserved),Pass,SR,No TT Change,NULL,NULL,BSP,16:00,KRBA,18:30,2h 30m,6,   W  S,NULL,90 km,36 km/hr,06647
1774,55105,Salempur - Barhaj Bazar Passenger (UnReserved),Pass,NER,No TT Change,NULL,NULL,SRU,09:00,BHJ,09:55,0h 55m,3, MTWTFS,NULL,20 km,22 km/hr,55106
1775,55106,Barhaj Bazar - Salempur Passenger (UnReserved),Pass,NER,No TT Change,NULL,NULL,BHJ,06:50,SRU,07:45,0h 55m,3, MTWTFS,NULL,20 km,22 km/hr,55105
1776,59167,Ankleshwar - Rajpipla Passenger (UnReserved),Pass,WR,Slowed: 5m,NULL,NULL,AKV,16:30,RAJ,19:20,2h 50m,12, MTWTFS,NULL,63 km,22 km/hr,59168
1777,59168,Rajpipla - Ankleshwar Passenger (UnReserved),Pass,WR,Slowed: 5m,NULL,NULL,RAJ,06:10,AKV,09:00,2h 50m,12,S TWTFS,NULL,63 km,22 km/hr,59167
1778,56770,Tiruchendur - Palakkad Jn. Passenger (Via Palani) (UnReserved),Pass,SR,Speeded: 15m,NULL,NULL,TCN,11:40,PGT,22:45,11h 5m,42,SMTWTFS,NULL,459 km,41 km/hr,56769
1779,56529,Harihar - Hosapete Passenger (UnReserved),Pass,SWR,Dest Changed.,NULL,NULL,HRR,07:20,HPT,12:10,4h 50m,13,SMTWTFS,NULL,158 km,33 km/hr,56530
1780,56530,Hosapete - Harihar Passenger (UnReserved),Pass,SWR,Src Changed.,NULL,NULL,HPT,12:55,HRR,18:30,5h 35m,13,SMTWTFS,NULL,158 km,28 km/hr,56529
1781,50101,Ratnagiri - Madgaon Passenger (UnReserved),Pass,KR,Slowed: 45m,NULL,NULL,RN,02:20,MAO,09:40,7h 20m,20,SMTWTFS,NULL,236 km,32 km/hr,50102
1782,50102,Madgaon - Ratnagiri Passenger (UnReserved),Pass,KR,Slowed: 1h 52m,NULL,NULL,MAO,20:00,RN,02:57,6h 57m,20,SMTWTFS,NULL,236 km,34 km/hr,50101
1783,53075,Rampurhat - Barharwa Passenger (UnReserved),Pass,ER,No TT Change,NULL,NULL,RPH,23:00,BHW,00:55,1h 55m,11,SMTWTFS,NULL,79 km,41 km/hr,53076
1784,53555,Dumka - Jasidih Passenger (UnReserved),Pass,ER,Speeded: 5m,NULL,NULL,DUMK,17:10,JSME,18:55,1h 45m,7, MTWTFS,NULL,71 km,41 km/hr,53554
1785,55820,Guwahati - Mendipathar Passenger (UnReserved),Pass,NFR,No Speed Change,NULL,NULL,GHY,16:20,MNDP,20:10,3h 50m,12,SMTWTFS,NULL,129 km,34 km/hr,55819
1786,55819,Mendi Pathar - Guwahati Passenger (UnReserved),Pass,NFR,No Speed Change,NULL,NULL,MNDP,07:00,GHY,11:40,4h 40m,12,SMTWTFS,NULL,129 km,28 km/hr,55820
1787,51604,Katni - Bina Passenger (UnReserved),Pass,WCR,No Speed Change,NULL,NULL,KTE,17:00,BINA,00:40,7h 40m,30,SMTWTFS,NULL,262 km,34 km/hr,51603
1788,56715,Punalur - Kanniyakumari Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,PUU,06:30,CAPE,12:20,5h 50m,17,SMTWTFS,NULL,196 km,34 km/hr,56716
1789,56716,Kanniyakumari - Punalur Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,CAPE,14:35,PUU,20:10,5h 35m,17,SMTWTFS,NULL,196 km,35 km/hr,56715
1790,56277,Chikkamagaluru - Yesvantpur FAST Passenger (UnReserved),Pass,SWR,No Speed Change,NULL,NULL,CMGR,07:40,YPR,14:15,6h 35m,19,SMTWTFS,NULL,244 km,37 km/hr,56278
1791,56278,Yesvantpur - Chikkamagaluru Fast Passenger (UnReserved),Pass,SWR,Speeded: 1h 0m,NULL,NULL,YPR,15:30,CMGR,21:15,5h 45m,19,SMTWTFS,NULL,244 km,42 km/hr,56277
1792,53495,Tinpahar - Rajmahal Passenger (UnReserved),Pass,ER,No TT Change,NULL,NULL,TPH,23:30,RJL,23:55,0h 25m,0,SMTWTFS,NULL,12 km,29 km/hr,53496
1793,53496,Rajmahal - Tinpahar Jn Passenger (UnReserved),Pass,ER,No TT Change,NULL,NULL,RJL,22:20,TPH,22:45,0h 25m,0,SMTWTFS,NULL,12 km,29 km/hr,53495
1794,53497,Bhagalpur - Jamalpur Passenger (UnReserved),Pass,ER,No Speed Change,NULL,NULL,BGP,21:25,JMP,23:05,1h 40m,16,SMTWTFS,NULL,53 km,32 km/hr,53498
1795,53498,Jamalpur  - Bhagalpur Passenger (UnReserved),Pass,ER,No Speed Change,NULL,NULL,JMP,18:58,BGP,21:05,2h 7m,16,SMTWTFS,NULL,53 km,25 km/hr,53497
1796,58659,Hatia - Rourkela Passenger (UnReserved),Pass,SER,Slowed: 1h 5m,NULL,NULL,HTE,16:40,ROU,23:15,6h 35m,19,SMTWTFS,NULL,166 km,25 km/hr,58660
1797,58660,Rourkela - Hatia Passenger (UnReserved),Pass,SER,No TT Change,NULL,NULL,ROU,04:40,HTE,10:40,6h 0m,19,SMTWTFS,NULL,166 km,28 km/hr,58659
1798,58031,Chakulia - Tatanagar Passenger (UnReserved),Pass,SER,Slowed: 5m,NULL,NULL,CKU,13:40,TATA,15:15,1h 35m,7,SMTWTFS,NULL,67 km,42 km/hr,58032
1799,58032,Tatanagar - Chakulia Passenger (UnReserved),Pass,SER,Slowed: 5m,NULL,NULL,TATA,11:20,CKU,12:50,1h 30m,7,SMTWTFS,NULL,67 km,44 km/hr,58031
1800,56609,Coimbatore - Palani Passenger (UnReserved),Pass,SR,Src Changed.,NULL,NULL,CBE,13:45,PLNI,16:40,2h 55m,8,SMTWTFS,NULL,109 km,37 km/hr,56608
1801,56922,Belagavi - Hubballi Fast Passenger (UnReserved),Pass,SWR,Slowed: 5m,NULL,NULL,BGM,06:00,UBL,09:45,3h 45m,10,SMTWTFS,NULL,142 km,38 km/hr,56921
1802,56921,Hubballi - Belagavi Fast Passenger (UnReserved),Pass,SWR,Slowed: 30m,NULL,NULL,UBL,18:00,BGM,22:00,4h 0m,10,SMTWTFS,NULL,142 km,36 km/hr,56922
1803,55056,Gorakhpur  - Kaptanganj Passenger (UnReserved),Pass,NER,No Speed Change,NULL,NULL,GKP,09:45,CPJ,10:45,1h 0m,4,SMTWTFS,NULL,39 km,39 km/hr,55055
1804,55055,Kaptanganj - Gorakhpur Passenger (UnReserved),Pass,NER,Slowed: 15m,NULL,NULL,CPJ,12:15,GKP,14:45,2h 30m,4,SMTWTFS,NULL,39 km,15 km/hr,55056
1805,58304,Junagarh Road - Lanjigarh Road Passenger (UnReserved),Pass,ECoR,No Speed Change,NULL,NULL,JNRD,09:45,LJR,11:15,1h 30m,4,SMTWTFS,NULL,54 km,36 km/hr,58303
1806,58303,Sambalpur - Junagarh Road Passenger (UnReserved),Pass,ECoR,Src Changed.,NULL,NULL,SBP,07:15,JNRD,15:05,7h 50m,25,SMTWTFS,NULL,283 km,36 km/hr,58304
1807,56608,Palani - Coimbatore Passenger (UnReserved),Pass,SR,Dest Changed.,NULL,NULL,PLNI,10:45,CBE,14:10,3h 25m,8,SMTWTFS,NULL,109 km,32 km/hr,56609
1808,53031,Azimganj - Rampurhat Passenger (UnReserved),Pass,ER,No Speed Change,NULL,NULL,AZ,18:25,RPH,20:25,2h 0m,9,SMTWTFS,NULL,59 km,30 km/hr,53024
1809,54790,Bikaner - Rewari Passenger (UnReserved),Pass,NWR,Speeded: 5m,NULL,NULL,BKN,14:10,RE,22:50,8h 40m,43,SMTWTFS,NULL,379 km,44 km/hr,54789
1810,54789,Rewari - Bikaner Passenger (UnReserved),Pass,NWR,Speeded: 10m,NULL,NULL,RE,04:50,BKN,13:20,8h 30m,43,SMTWTFS,NULL,379 km,45 km/hr,54790
1811,56036,Tirunelveli - Tiruchendur Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,TEN,16:00,TCN,17:40,1h 40m,10,SMTWTFS,NULL,61 km,37 km/hr,56035
1812,56035,Tiruchendur - Tirunelveli Passenger (UnReserved),Pass,SR,Slowed: 25m,NULL,NULL,TCN,10:00,TEN,12:10,2h 10m,10,SMTWTFS,NULL,61 km,28 km/hr,56036
1813,58506,Visakhapatnam - Gunupur Passenger (UnReserved),Pass,ECoR,No Speed Change,NULL,NULL,VSKP,05:25,GNPR,12:10,6h 45m,26,SMTWTFS,NULL,268 km,40 km/hr,58505
1814,58505,Gunupur - Vishakapatnam Passenger (UnReserved),Pass,ECoR,Speeded: 1h 5m,NULL,NULL,GNPR,13:40,VSKP,21:20,7h 40m,26,SMTWTFS,NULL,268 km,35 km/hr,58506
1815,53371,Koderma - Barkakana Passenger (UnReserved),Pass,ECR,Slowed: 1h 0m,NULL,NULL,KQR,06:00,BRKA,11:30,5h 30m,14,SMTWTFS,NULL,137 km,25 km/hr,53372
1816,53373,Koderma - Barkakana Passenger (UnReserved),Pass,ECR,Slowed: 1h 15m,NULL,NULL,KQR,12:30,BRKA,17:55,5h 25m,14,SMTWTFS,NULL,137 km,25 km/hr,53374
1817,53372,Barkakana - Koderma Passenger (UnReserved),Pass,ECR,No TT Change,NULL,NULL,BRKA,06:00,KQR,10:20,4h 20m,14,SMTWTFS,NULL,137 km,32 km/hr,53371
1818,53374,Barkakana - Koderma Passenger (UnReserved),Pass,ECR,Src Changed.,NULL,NULL,BRKA,18:30,KQR,23:45,5h 15m,14,SMTWTFS,NULL,137 km,26 km/hr,53373
1819,51614,Kota - Jhalawar City Passenger (UnReserved),Pass,WCR,Slowed: 20m,NULL,NULL,KOTA,19:00,JLWC,21:35,2h 35m,8,SMTWTFS,NULL,98 km,38 km/hr,51613
1820,51613,Jhalawar City - Kota Sewa Passenger (UnReserved),Pass,WCR,Slowed: 10m,NULL,NULL,JLWC,06:00,KOTA,08:15,2h 15m,9,SMTWTFS,NULL,98 km,44 km/hr,51614
1821,56364,Ernakulam Jn - Shoranur Jn Passenger (UnReserved),Pass,SR,Slowed: 45m,NULL,NULL,ERS,17:35,SRR,21:50,4h 15m,20,SMTWTFS,NULL,107 km,25 km/hr,56361
1822,56361,Shoranur - Ernakulam Passenger (UnReserved),Pass,SR,Slowed: 10m,NULL,NULL,SRR,04:20,ERS,07:40,3h 20m,20,SMTWTFS,NULL,107 km,32 km/hr,56364
1823,58430,Nayagarh Town - Khurda Road Passenger (UnReserved),Pass,ECoR,No Speed Change,NULL,NULL,NYGT,05:00,KUR,06:45,1h 45m,5,SMTWTFS,NULL,66 km,38 km/hr,58429
1824,58432,Nayagarh Town - Khurda Road Passenger (UnReserved),Pass,ECoR,No Speed Change,NULL,NULL,NYGT,10:00,KUR,11:45,1h 45m,5,SMTWTFS,NULL,66 km,38 km/hr,58431
1825,58431,Khurda Road - Nayagarh Town Passenger (UnReserved),Pass,ECoR,Speeded: 10m,NULL,NULL,KUR,08:20,NYGT,09:45,1h 25m,5,SMTWTFS,NULL,66 km,47 km/hr,58432
1826,58429,Khurda Road - Nayagarh Town Passenger (UnReserved),Pass,ECoR,Speeded: 20m,NULL,NULL,KUR,20:15,NYGT,21:40,1h 25m,5,SMTWTFS,NULL,66 km,47 km/hr,58430
1827,55719,Dekargaon - Bhalukpong Passenger (UnReserved),Pass,NFR,No Speed Change,NULL,NULL,DKGN,11:15,BHNG,13:25,2h 10m,6,SMTWTFS,NULL,63 km,29 km/hr,55720
1828,55720,Bhaluk Pong - Dekargaon Passenger (UnReserved),Pass,NFR,Slowed: 5m,NULL,NULL,BHNG,14:00,DKGN,16:15,2h 15m,6,SMTWTFS,NULL,63 km,28 km/hr,55719
1829,55813,Dekargaon - Murkongselek Passenger (UnReserved),Pass,NFR,Slowed: 5m,NULL,NULL,DKGN,04:05,MZS,13:30,9h 25m,40,SMTWTFS,NULL,345 km,37 km/hr,55814
1830,55814,Murkongselek - Dekargaon Passenger (UnReserved),Pass,NFR,No Speed Change,NULL,NULL,MZS,14:45,DKGN,00:25,9h 40m,40,SMTWTFS,NULL,345 km,36 km/hr,55813
1831,55721,Rangiya - Dekargaon Passenger (UnReserved),Pass,NFR,Slowed: 10m,NULL,NULL,RNY,06:00,DKGN,10:40,4h 40m,16,SMTWTFS,NULL,142 km,30 km/hr,55722
1832,55722,Dekargaon - Rangiya Passenger (UnReserved),Pass,NFR,Slowed: 10m,NULL,NULL,DKGN,16:45,RNY,21:25,4h 40m,16,SMTWTFS,NULL,142 km,30 km/hr,55721
1833,55823,Rangapara North - Dekargaon Passenger (UnReserved),Pass,NFR,Slowed: 5m,NULL,NULL,RPAN,06:00,DKGN,06:45,0h 45m,2,SMTWTFS,NULL,19 km,25 km/hr,55824
1834,55861,Rangiya - Dekargaon Passenger (UnReserved),Pass,NFR,No Speed Change,NULL,NULL,RNY,12:30,DKGN,16:40,4h 10m,16,SMTWTFS,NULL,142 km,34 km/hr,55862
1835,55862,Dekargaon - Rangiya Passenger (UnReserved),Pass,NFR,Slowed: 5m,NULL,NULL,DKGN,07:15,RNY,11:50,4h 35m,16,SMTWTFS,NULL,142 km,31 km/hr,55861
1836,55824,Dekargaon - Rangapara North Passenger (UnReserved),Pass,NFR,Slowed: 5m,NULL,NULL,DKGN,22:05,RPAN,22:50,0h 45m,2,SMTWTFS,NULL,19 km,25 km/hr,55823
1837,55356,Bareilly City - Kasganj Passenger (UnReserved),Pass,NER,Slowed: 15m,NULL,NULL,BC,13:00,KSJ,16:35,3h 35m,17,SMTWTFS,NULL,106 km,29 km/hr,55355
1838,55343,Kasganj - Bareilly City Passenger (UnReserved),Pass,NER,Speeded: 10m,NULL,NULL,KSJ,06:25,BC,09:45,3h 20m,17,SMTWTFS,NULL,106 km,32 km/hr,55344
1839,55344,Bareilly City - Kasganj Passenger (UnReserved),Pass,NER,No Speed Change,NULL,NULL,BC,07:30,KSJ,11:00,3h 30m,17,SMTWTFS,NULL,106 km,30 km/hr,55343
1840,55346,Bareilly City - Kasganj Passenger (UnReserved),Pass,NER,Speeded: 10m,NULL,NULL,BC,10:00,KSJ,13:30,3h 30m,17,SMTWTFS,NULL,106 km,30 km/hr,55345
1841,55345,Kasganj - Bareilly City Passenger (UnReserved),Pass,NER,Speeded: 5m,NULL,NULL,KSJ,09:30,BC,12:55,3h 25m,17,SMTWTFS,NULL,106 km,31 km/hr,55346
1842,53037,Sahibganj - Bhagalpur Dhuliyan Passenger (UnReserved),Pass,ER,Speeded: 5m,NULL,NULL,SBG,08:45,BGP,11:00,2h 15m,12,SMTWTFS,NULL,74 km,33 km/hr,53038
1843,53038,Bhagalpur - Sahibganj Dhuliyan Passenger (UnReserved),Pass,ER,No Speed Change,NULL,NULL,BGP,11:40,SBG,14:05,2h 25m,12,SMTWTFS,NULL,74 km,31 km/hr,53037
1844,59730,Rewari - Sikar Passenger (UnReserved),Pass,NWR,No Speed Change,NULL,NULL,RE,14:50,SIKR,20:00,5h 10m,23,SMTWTFS,NULL,213 km,41 km/hr,59729
1845,59729,Sikar - Rewari Passenger (UnReserved),Pass,NWR,No TT Change,NULL,NULL,SIKR,20:25,RE,02:00,5h 35m,15,SMTWTFS,NULL,213 km,38 km/hr,59730
1846,59728,Rewari - Sikar Passenger (UnReserved),Pass,NWR,No Speed Change,NULL,NULL,RE,23:40,SIKR,04:40,5h 0m,15,SMTWTFS,NULL,213 km,43 km/hr,59727
1847,55615,Guwahati - Silchar BG Fast Passenger (PT),Pass,NFR,No Speed Change,NULL,NULL,GHY,23:55,SCL,14:00,14h 5m,31,SMTWTFS,2S SL 3A ,379 km,27 km/hr,55616
1848,55616,Silchar - Guwahati BG Fast Passenger (PT),Pass,NFR,No Speed Change,NULL,NULL,SCL,07:00,GHY,20:15,13h 15m,31,SMTWTFS,2S SL 3A ,379 km,29 km/hr,55615
1849,59827,Bhind - Etawah Passenger,Pass,WCR,No Speed Change,NULL,NULL,BIX,15:00,ETW,16:05,1h 5m,1,SMTWTFS,SL ,37 km,34 km/hr,59828
1850,59828,Etawah - Bhind Passenger,Pass,WCR,No Speed Change,NULL,NULL,ETW,17:30,BIX,18:30,1h 0m,1,SMTWTFS,SL ,37 km,37 km/hr,59827
1851,55664,Silchar - Agartala Passenger,Pass,NFR,No Speed Change,NULL,NULL,SCL,08:00,AGTL,17:15,9h 15m,33,SMTWTFS,2S SL 3A ,253 km,27 km/hr,55663
1852,55663,Agartala - Silchar Passenger,Pass,NFR,Speeded: 15m,NULL,NULL,AGTL,11:00,SCL,20:00,9h 0m,33,SMTWTFS,2S SL 3A ,253 km,28 km/hr,55664
1853,54764,Shri Ganganagar - Sadulpur Passenger (UnReserved),Pass,NWR,No Speed Change,NULL,NULL,SGNR,05:00,SDLP,10:45,5h 45m,25,SMTWTFS,NULL,245 km,43 km/hr,54763
1854,54763,Sadulpur - Shri Ganganagar Passenger (UnReserved),Pass,NWR,Slowed: 40m,NULL,NULL,SDLP,12:10,SGNR,19:00,6h 50m,29,SMTWTFS,NULL,245 km,36 km/hr,54764
1855,55665,Silchar - Vangaichungpao Passenger (UnReserved),Pass,NFR,No Speed Change,NULL,NULL,SCL,11:00,VNGP,13:30,2h 30m,8,     F ,NULL,67 km,27 km/hr,55666
1856,55667,Silchar - Bairabi Passenger (UnReserved),Pass,NFR,No Speed Change,NULL,NULL,SCL,16:45,BHRB,20:50,4h 5m,12,SMTWTF ,NULL,103 km,25 km/hr,55668
1857,55668,Bairabi - Silchar Passenger (UnReserved),Pass,NFR,No Speed Change,NULL,NULL,BHRB,05:30,SCL,09:20,3h 50m,12, MTWTFS,NULL,103 km,27 km/hr,55667
1858,55666,Vangaichungpao - Silchar Passenger (UnReserved),Pass,NFR,Src Changed.,NULL,NULL,VNGP,13:55,SCL,16:15,2h 20m,8,     F ,NULL,67 km,29 km/hr,55665
1859,55896,Murkongselek - Rangiya Passenger (UnReserved),Pass,NFR,Speeded: 10m,NULL,NULL,MZS,06:10,RNY,17:45,11h 35m,51, MTWTFS,NULL,449 km,39 km/hr,55895
1860,55895,Rangiya - Murkongselek Passenger (UnReserved),Pass,NFR,Slowed: 20m,NULL,NULL,RNY,08:15,MZS,20:25,12h 10m,51,SMTWTF ,NULL,449 km,37 km/hr,55896
1861,55894,Rangapara North - Rangiya Passenger (UnReserved),Pass,NFR,No Speed Change,NULL,NULL,RPAN,05:00,RNY,07:45,2h 45m,13,SMTWTF ,NULL,123 km,45 km/hr,55893
1862,55893,Rangiya - Rangapara North Passenger (UnReserved),Pass,NFR,No Speed Change,NULL,NULL,RNY,19:20,RPAN,22:25,3h 5m,13, MTWTFS,NULL,123 km,40 km/hr,55894
1863,08910,Puri - Palasa Rath Yatra Passenger Special (UnReserved),Pass,ECoR,No TT Change,Jul 12,Jul 13,PURI,20:30,PSA,04:25,7h 55m,0,     FS,NULL,265 km,34 km/hr,08909
